@relation WallFollowingRobotNavigation_4

@attribute SD_front numeric
@attribute SD_left numeric
@attribute SD_right numeric
@attribute SD_back numeric
@attribute Class {MoveForward, SlightRightTurn, SharpRightTurn, SlightLeftTurn}

@data
1.200,0.597,3.107,1.010,MoveForward
1.180,0.587,3.110,1.030,MoveForward
1.161,0.580,3.146,1.050,MoveForward
1.141,0.574,3.125,1.069,MoveForward
1.121,0.566,3.142,1.089,MoveForward
1.102,0.562,5.000,1.108,MoveForward
1.083,0.556,3.158,1.127,MoveForward
1.065,0.549,1.131,1.145,MoveForward
1.046,0.543,3.170,1.163,MoveForward
1.028,0.537,3.167,1.181,MoveForward
1.010,0.530,3.180,1.199,MoveForward
0.992,0.524,3.173,1.217,MoveForward
0.974,0.517,1.041,1.235,MoveForward
0.956,0.512,1.022,1.253,MoveForward
0.938,0.505,1.004,1.271,MoveForward
0.690,0.498,0.983,1.289,SharpRightTurn
0.671,0.489,0.964,1.307,SharpRightTurn
0.619,0.483,0.950,1.325,SharpRightTurn
0.607,0.477,0.929,1.343,SharpRightTurn
0.593,0.473,0.909,1.360,SharpRightTurn
0.580,0.465,0.896,1.375,SharpRightTurn
0.568,0.462,0.890,1.387,SharpRightTurn
0.821,0.462,3.257,1.388,SharpRightTurn
0.824,0.458,3.251,1.385,SharpRightTurn
0.826,0.455,3.252,1.384,SharpRightTurn
0.825,0.454,3.252,1.384,SharpRightTurn
0.825,0.454,3.252,1.384,SharpRightTurn
0.825,0.453,2.649,1.384,SharpRightTurn
0.822,0.452,3.248,1.384,SharpRightTurn
0.507,0.452,3.254,1.384,SharpRightTurn
0.507,0.451,3.251,1.384,SharpRightTurn
0.507,0.451,3.251,1.384,SharpRightTurn
0.508,0.450,3.248,1.383,SharpRightTurn
0.508,0.450,2.640,1.386,SharpRightTurn
0.508,0.449,3.246,1.385,SharpRightTurn
0.508,0.448,3.246,1.385,SharpRightTurn
0.508,0.448,2.638,1.385,SharpRightTurn
0.512,0.447,2.642,1.384,SharpRightTurn
0.823,0.447,2.641,1.381,SharpRightTurn
0.823,0.446,2.641,1.380,SharpRightTurn
0.823,0.445,3.248,1.380,SharpRightTurn
0.823,0.443,3.256,1.380,SharpRightTurn
0.823,0.438,3.249,1.379,SharpRightTurn
0.824,0.440,2.670,1.380,SharpRightTurn
0.824,0.438,0.895,1.380,SharpRightTurn
0.829,0.436,2.639,1.383,SharpRightTurn
0.830,0.435,2.637,1.383,SharpRightTurn
0.829,0.433,2.638,1.383,SharpRightTurn
0.826,0.431,2.639,1.383,SharpRightTurn
0.826,0.428,2.640,1.394,SharpRightTurn
0.825,0.426,2.642,1.410,SharpRightTurn
0.825,0.423,2.644,1.387,SharpRightTurn
0.825,0.421,2.646,1.388,SharpRightTurn
0.828,0.419,2.648,1.389,SharpRightTurn
0.828,0.417,1.479,1.390,SharpRightTurn
0.829,0.416,2.654,1.395,SharpRightTurn
0.831,0.414,2.655,0.769,SharpRightTurn
0.826,0.411,2.656,0.768,SharpRightTurn
0.825,0.408,1.449,0.766,SharpRightTurn
0.824,0.405,1.440,0.766,SharpRightTurn
0.820,0.403,1.441,0.470,SharpRightTurn
0.820,0.400,2.663,0.461,SharpRightTurn
0.822,0.399,2.669,0.452,SharpRightTurn
0.821,0.397,1.484,0.444,SharpRightTurn
0.824,0.396,1.473,0.449,SharpRightTurn
0.824,0.395,1.604,0.438,SharpRightTurn
0.819,0.407,1.460,0.467,SharpRightTurn
0.813,0.399,1.426,0.432,SharpRightTurn
0.811,0.395,1.422,0.425,SharpRightTurn
0.810,0.393,1.425,0.421,SharpRightTurn
0.805,0.393,1.421,0.438,SharpRightTurn
0.808,0.396,1.446,0.428,SharpRightTurn
0.806,0.423,1.440,0.425,SharpRightTurn
0.809,0.431,1.430,0.408,SharpRightTurn
0.811,0.435,1.423,0.394,SharpRightTurn
0.904,0.403,1.417,0.388,SlightRightTurn
0.804,0.404,1.417,0.386,SharpRightTurn
0.803,0.405,1.417,0.384,SharpRightTurn
0.802,0.427,1.418,0.382,SharpRightTurn
0.802,0.431,1.420,0.381,SharpRightTurn
0.805,0.478,1.419,0.381,SharpRightTurn
0.802,0.477,1.422,0.380,SharpRightTurn
0.805,0.477,1.422,0.380,SharpRightTurn
0.805,0.479,1.437,0.379,SharpRightTurn
0.805,0.479,1.431,0.378,SharpRightTurn
0.808,0.478,1.428,0.380,SharpRightTurn
0.822,0.490,1.424,0.377,SharpRightTurn
0.825,0.937,1.425,0.372,SharpRightTurn
3.338,0.423,1.420,0.371,SlightRightTurn
3.335,0.424,1.418,0.369,SlightRightTurn
3.335,0.425,1.421,0.367,SlightRightTurn
3.335,0.422,1.421,0.368,SlightRightTurn
3.335,0.425,1.421,0.368,SlightRightTurn
3.335,0.422,1.421,0.368,SlightRightTurn
3.335,0.425,1.421,0.367,SlightRightTurn
3.335,0.425,1.421,0.367,SlightRightTurn
3.335,0.425,1.421,0.368,SlightRightTurn
3.334,0.427,1.422,0.368,SlightRightTurn
2.935,0.426,1.424,0.370,SlightRightTurn
2.923,0.431,1.426,0.375,SlightRightTurn
3.322,0.436,1.429,0.380,SlightRightTurn
3.316,0.443,1.432,0.386,SlightRightTurn
3.309,0.454,1.436,0.393,SlightRightTurn
3.301,0.463,1.441,0.401,SlightRightTurn
3.290,0.479,1.445,0.409,SlightRightTurn
3.281,0.761,1.450,0.418,MoveForward
3.273,0.756,1.455,0.426,MoveForward
3.267,0.751,1.460,0.435,MoveForward
3.258,0.747,1.465,0.445,MoveForward
3.250,0.746,1.469,0.455,MoveForward
3.237,0.741,1.475,0.467,MoveForward
3.220,0.735,1.481,0.481,MoveForward
3.205,0.729,1.487,0.496,MoveForward
3.189,0.723,1.494,0.512,MoveForward
3.172,0.716,1.501,0.529,MoveForward
3.160,0.713,1.508,0.547,MoveForward
3.138,0.706,1.516,0.566,MoveForward
3.082,0.710,1.537,0.622,MoveForward
0.940,0.694,1.544,0.642,MoveForward
0.940,0.694,1.551,0.661,MoveForward
3.023,0.684,1.558,0.680,MoveForward
3.001,0.682,1.565,0.700,MoveForward
2.981,0.656,1.572,0.719,MoveForward
2.965,0.646,1.579,0.738,MoveForward
2.659,0.650,1.585,0.757,MoveForward
2.641,0.634,1.592,0.776,MoveForward
2.651,0.625,1.599,0.795,MoveForward
2.885,0.623,1.606,0.814,MoveForward
2.866,0.614,1.613,0.833,MoveForward
2.581,0.613,1.619,0.852,MoveForward
2.828,0.607,1.626,0.871,MoveForward
2.549,0.599,1.633,0.889,MoveForward
2.544,0.597,1.639,0.908,MoveForward
2.505,0.593,1.646,0.927,MoveForward
2.471,0.589,1.652,0.946,MoveForward
2.466,0.589,1.659,0.964,MoveForward
2.715,0.587,1.669,0.982,MoveForward
2.696,0.585,1.673,1.001,MoveForward
2.281,0.606,1.679,1.020,MoveForward
2.261,0.598,1.686,1.038,MoveForward
2.248,0.593,1.693,1.056,MoveForward
2.630,0.584,1.700,1.074,MoveForward
2.604,0.597,1.707,1.093,MoveForward
2.585,0.574,1.714,1.111,MoveForward
2.565,0.568,1.722,1.131,MoveForward
2.546,0.559,1.729,1.149,MoveForward
2.527,0.553,1.736,1.169,MoveForward
2.508,0.547,1.744,1.188,MoveForward
2.486,0.540,1.751,1.207,MoveForward
2.468,0.534,1.758,1.226,MoveForward
2.448,0.528,1.766,1.245,MoveForward
2.432,0.520,1.773,1.263,MoveForward
2.410,0.518,1.781,1.282,MoveForward
2.394,0.525,1.789,1.301,MoveForward
2.372,0.501,1.796,1.319,MoveForward
2.353,0.497,1.804,1.338,MoveForward
2.338,0.491,1.812,1.356,SlightRightTurn
2.316,0.481,1.820,1.375,SlightRightTurn
2.297,0.476,1.827,1.394,SlightRightTurn
1.914,0.471,1.835,1.412,SlightRightTurn
1.889,0.464,1.842,1.431,SlightRightTurn
1.877,0.463,1.849,1.448,SlightRightTurn
2.225,0.461,1.856,1.465,SlightRightTurn
2.209,0.460,1.862,1.480,SlightRightTurn
2.194,0.461,1.868,1.495,SlightRightTurn
2.180,0.458,1.874,1.509,SlightRightTurn
2.166,0.457,1.880,1.523,SlightRightTurn
1.877,0.515,1.885,1.535,MoveForward
1.879,0.474,1.890,1.547,SlightRightTurn
2.130,0.471,1.894,1.558,SlightRightTurn
2.120,0.467,1.899,1.569,SlightRightTurn
1.838,0.460,1.903,1.579,SlightRightTurn
1.827,0.460,1.907,1.589,SlightRightTurn
2.090,0.464,1.911,1.598,SlightRightTurn
2.081,0.458,1.915,1.607,SlightRightTurn
1.840,0.458,1.919,1.616,SlightRightTurn
1.832,0.468,1.923,1.624,SlightRightTurn
1.791,0.567,1.927,1.633,MoveForward
1.780,0.598,1.930,1.641,MoveForward
1.776,0.537,1.934,1.650,MoveForward
1.839,0.562,1.939,1.659,MoveForward
2.025,0.578,1.943,1.668,MoveForward
2.011,3.134,1.948,1.678,SlightLeftTurn
2.000,0.515,1.957,1.689,MoveForward
1.987,0.489,1.958,1.701,SlightRightTurn
1.974,0.495,1.962,1.712,MoveForward
1.960,1.434,1.966,1.725,SlightLeftTurn
1.945,1.426,1.970,1.739,SlightLeftTurn
1.930,1.422,1.974,1.754,SlightLeftTurn
1.914,1.415,1.978,1.769,SlightLeftTurn
1.897,1.413,1.981,1.785,SlightLeftTurn
1.881,1.407,1.935,1.802,SlightLeftTurn
1.865,1.406,1.922,1.819,SlightLeftTurn
1.848,1.404,1.893,1.836,SlightLeftTurn
1.831,1.402,1.924,1.853,SlightLeftTurn
1.815,1.403,1.995,1.870,SlightLeftTurn
1.798,1.398,1.998,1.887,SlightLeftTurn
1.781,1.396,1.992,1.907,SlightLeftTurn
1.764,1.397,1.979,1.924,SlightLeftTurn
1.748,1.395,1.964,1.938,SlightLeftTurn
1.732,1.393,1.954,1.953,SlightLeftTurn
1.647,1.394,1.790,1.968,SlightLeftTurn
1.631,1.406,1.767,1.981,SlightLeftTurn
1.628,1.405,1.744,1.994,SlightLeftTurn
1.612,1.390,1.710,2.008,SlightLeftTurn
1.596,1.388,1.691,2.021,SlightLeftTurn
1.557,1.387,1.698,2.034,SlightLeftTurn
1.559,1.386,1.806,2.047,SlightLeftTurn
1.581,1.387,1.815,2.064,SlightLeftTurn
1.463,0.715,1.630,2.077,MoveForward
1.458,0.709,1.615,2.093,MoveForward
1.370,0.723,1.598,2.105,MoveForward
1.367,0.724,1.585,2.117,MoveForward
1.429,0.730,1.580,2.129,MoveForward
1.417,0.798,1.567,2.141,MoveForward
1.347,0.848,1.551,2.159,MoveForward
1.332,2.171,1.537,2.166,SlightLeftTurn
1.323,2.177,1.521,2.150,SlightLeftTurn
1.312,2.185,1.508,2.161,SlightLeftTurn
1.300,2.197,1.494,2.627,SlightLeftTurn
1.284,2.208,1.481,2.647,SlightLeftTurn
1.274,2.224,1.467,2.247,SlightLeftTurn
1.261,2.233,1.458,2.264,SlightLeftTurn
1.251,2.241,1.447,2.307,SlightLeftTurn
1.242,2.252,1.435,2.322,SlightLeftTurn
1.226,2.261,1.424,2.331,SlightLeftTurn
1.213,2.267,1.414,3.253,SlightLeftTurn
1.197,0.862,1.405,3.264,MoveForward
1.182,2.282,1.398,3.278,SlightLeftTurn
1.170,0.868,1.391,3.294,MoveForward
1.158,2.295,1.385,2.366,SlightLeftTurn
1.144,2.302,1.380,2.364,SlightLeftTurn
1.133,0.819,1.374,2.385,MoveForward
1.118,0.821,1.371,2.358,MoveForward
1.103,0.824,1.366,2.341,MoveForward
1.089,0.826,1.361,3.387,MoveForward
1.074,0.828,1.355,3.405,MoveForward
1.059,0.830,1.350,3.427,MoveForward
1.042,0.828,1.345,2.395,MoveForward
1.025,0.823,1.342,2.419,MoveForward
1.007,0.797,1.337,2.437,MoveForward
0.985,0.792,1.333,2.452,MoveForward
0.967,0.795,1.329,2.467,MoveForward
0.947,0.794,1.325,2.486,MoveForward
0.928,0.797,1.321,2.506,MoveForward
0.908,0.800,1.317,2.519,MoveForward
0.889,0.804,1.313,2.542,SharpRightTurn
0.869,0.808,1.309,2.562,SharpRightTurn
0.849,0.812,1.305,2.578,SharpRightTurn
0.830,0.813,1.301,2.601,SharpRightTurn
0.811,0.817,1.297,2.619,SharpRightTurn
0.793,0.822,1.294,2.637,SharpRightTurn
0.780,0.824,1.292,2.650,SharpRightTurn
0.778,0.825,1.293,2.653,SharpRightTurn
0.784,0.823,1.295,2.657,SharpRightTurn
0.785,0.819,1.296,3.658,SharpRightTurn
0.786,0.819,1.296,3.651,SharpRightTurn
0.786,0.818,1.296,3.660,SharpRightTurn
0.786,0.817,1.296,3.650,SharpRightTurn
0.785,0.817,1.297,3.647,SharpRightTurn
0.785,0.816,1.294,3.646,SharpRightTurn
0.785,0.816,1.294,3.646,SharpRightTurn
0.785,0.815,1.294,3.645,SharpRightTurn
0.785,0.814,1.295,3.642,SharpRightTurn
0.784,0.813,1.296,3.644,SharpRightTurn
0.780,0.812,1.297,3.644,SharpRightTurn
0.780,0.811,1.298,3.643,SharpRightTurn
0.779,0.810,1.299,3.642,SharpRightTurn
0.779,0.808,1.301,3.642,SharpRightTurn
0.778,0.807,1.303,3.642,SharpRightTurn
0.777,0.805,1.306,3.646,SharpRightTurn
0.780,0.808,1.308,3.645,SharpRightTurn
0.779,0.813,1.313,3.645,SharpRightTurn
0.779,0.825,1.315,3.647,SharpRightTurn
0.779,0.817,1.317,3.643,SharpRightTurn
0.778,0.812,1.315,3.639,SharpRightTurn
0.776,0.808,1.317,3.635,SharpRightTurn
0.771,0.803,1.318,3.638,SharpRightTurn
0.770,0.803,1.320,3.644,SharpRightTurn
0.769,0.802,1.322,3.642,SharpRightTurn
0.768,0.828,1.324,3.645,SharpRightTurn
0.767,0.878,1.327,4.846,SharpRightTurn
0.769,0.863,1.329,0.808,SharpRightTurn
0.769,0.871,1.335,0.796,SharpRightTurn
0.769,0.820,1.343,0.790,SharpRightTurn
0.778,0.800,1.355,0.787,SharpRightTurn
0.803,0.792,1.360,0.785,SharpRightTurn
0.774,0.789,1.345,0.789,SharpRightTurn
0.767,0.788,1.349,0.789,SharpRightTurn
0.766,0.782,1.355,0.776,SharpRightTurn
0.769,0.791,1.360,0.775,SharpRightTurn
0.776,0.767,1.370,0.774,SharpRightTurn
0.831,0.761,1.441,0.769,SharpRightTurn
0.792,0.758,1.905,0.767,SharpRightTurn
0.854,0.755,1.907,0.766,SharpRightTurn
0.894,0.755,1.398,0.766,SharpRightTurn
1.182,0.752,1.400,0.765,MoveForward
0.892,0.746,1.380,0.765,SharpRightTurn
1.346,0.743,1.407,0.765,MoveForward
1.349,0.741,1.413,0.765,MoveForward
1.349,0.737,1.413,0.766,MoveForward
1.348,0.737,1.412,0.767,MoveForward
1.346,0.741,1.409,0.768,MoveForward
1.342,0.737,1.404,0.769,MoveForward
1.340,0.740,1.404,0.771,MoveForward
1.339,0.736,1.405,0.772,MoveForward
1.338,0.735,1.404,0.773,MoveForward
1.341,0.738,1.401,0.774,MoveForward
1.337,0.738,1.403,0.775,MoveForward
1.340,0.738,1.403,0.775,MoveForward
1.336,0.738,1.401,0.776,MoveForward
1.332,0.741,1.397,0.780,MoveForward
1.325,0.740,1.387,0.786,MoveForward
1.316,0.732,1.378,0.795,MoveForward
1.305,0.742,1.367,0.806,MoveForward
1.292,0.726,1.355,0.819,MoveForward
1.278,0.720,1.340,0.836,MoveForward
1.265,0.714,1.325,0.852,MoveForward
1.248,0.708,1.309,0.869,MoveForward
1.231,0.705,1.294,0.887,MoveForward
1.213,0.698,1.277,0.905,MoveForward
1.195,0.692,1.581,0.923,MoveForward
1.176,0.702,1.830,0.941,MoveForward
1.157,0.681,1.821,0.960,MoveForward
1.138,0.680,1.809,0.979,MoveForward
1.119,0.682,1.800,0.998,MoveForward
1.100,0.722,1.791,1.017,MoveForward
0.943,0.654,1.780,1.033,MoveForward
0.923,0.650,1.130,1.055,MoveForward
0.899,0.641,1.110,1.075,SharpRightTurn
0.881,0.669,1.091,1.094,SharpRightTurn
0.864,0.627,1.068,1.114,SharpRightTurn
0.847,0.623,1.745,1.134,SharpRightTurn
0.830,0.619,1.738,1.153,SharpRightTurn
0.816,0.613,1.729,1.170,SharpRightTurn
0.803,0.601,1.724,1.186,SharpRightTurn
0.818,0.589,1.721,1.195,SharpRightTurn
0.917,0.586,1.726,1.194,MoveForward
0.920,0.586,1.726,1.191,MoveForward
0.921,0.586,1.728,1.189,MoveForward
0.921,0.586,1.724,1.190,MoveForward
0.919,0.586,1.720,1.192,MoveForward
0.917,0.585,1.720,1.194,MoveForward
0.915,0.584,1.722,1.195,MoveForward
0.913,0.584,1.721,1.197,MoveForward
0.912,0.584,1.717,1.199,MoveForward
0.911,0.584,1.720,1.199,MoveForward
0.910,0.583,1.720,1.201,MoveForward
0.908,0.583,1.716,1.202,MoveForward
0.907,0.582,1.715,1.203,MoveForward
0.906,0.582,1.718,1.205,MoveForward
0.904,0.581,1.717,1.207,MoveForward
0.902,0.581,1.712,1.209,MoveForward
0.900,0.581,1.714,1.211,SharpRightTurn
0.899,0.581,1.717,1.212,SharpRightTurn
0.898,0.580,1.717,1.213,SharpRightTurn
0.897,0.580,1.717,1.214,SharpRightTurn
0.896,0.579,1.717,1.215,SharpRightTurn
0.895,0.579,1.717,1.215,SharpRightTurn
0.895,0.578,1.717,1.215,SharpRightTurn
0.895,0.578,1.718,1.215,SharpRightTurn
0.896,0.577,1.719,1.215,SharpRightTurn
0.896,0.576,1.721,1.214,SharpRightTurn
0.896,0.575,1.725,1.214,SharpRightTurn
0.896,0.574,1.727,1.214,SharpRightTurn
0.897,0.572,1.732,1.213,SharpRightTurn
0.897,0.570,1.734,1.213,SharpRightTurn
0.898,0.569,1.734,1.128,SharpRightTurn
0.899,0.567,1.629,1.105,SharpRightTurn
0.900,0.566,1.737,1.217,SharpRightTurn
0.899,0.564,1.735,1.227,SharpRightTurn
0.898,0.563,1.737,5.000,SharpRightTurn
0.897,0.560,1.739,5.000,SharpRightTurn
0.897,0.557,1.741,5.000,SharpRightTurn
0.896,0.555,1.744,1.093,SharpRightTurn
0.896,0.553,1.749,1.088,SharpRightTurn
0.896,0.551,1.766,1.087,SharpRightTurn
0.896,0.549,1.768,1.086,SharpRightTurn
0.896,0.548,2.611,1.088,SharpRightTurn
0.895,0.546,2.133,1.091,SharpRightTurn
0.894,0.544,1.286,5.000,SharpRightTurn
0.893,0.541,1.280,2.508,SharpRightTurn
0.892,0.538,2.615,1.094,SharpRightTurn
0.891,0.535,2.617,1.086,SharpRightTurn
0.891,0.533,2.619,1.084,SharpRightTurn
0.891,0.532,2.621,1.084,SharpRightTurn
0.894,0.530,2.634,1.083,SharpRightTurn
0.894,0.529,2.634,0.581,SharpRightTurn
0.892,0.530,2.879,0.573,SharpRightTurn
0.887,0.524,2.881,0.568,SharpRightTurn
0.886,0.526,2.885,0.571,SharpRightTurn
0.884,0.532,2.883,0.570,SharpRightTurn
0.882,0.531,2.885,0.572,SharpRightTurn
0.881,0.527,2.887,0.568,SharpRightTurn
0.880,0.527,2.889,0.549,SharpRightTurn
0.880,0.526,2.891,0.591,SharpRightTurn
0.879,0.526,2.893,0.571,SharpRightTurn
0.882,0.535,2.895,0.547,SharpRightTurn
0.881,0.914,2.901,0.533,SharpRightTurn
1.325,0.907,1.253,0.522,SlightLeftTurn
1.761,0.902,1.247,0.519,SlightLeftTurn
0.880,0.708,1.250,0.513,SharpRightTurn
0.879,0.699,1.277,0.511,SharpRightTurn
0.878,0.696,1.274,0.512,SharpRightTurn
0.878,0.697,1.270,0.513,SharpRightTurn
0.878,0.700,1.272,0.512,SharpRightTurn
0.878,0.695,1.255,0.514,SharpRightTurn
0.878,0.694,1.256,0.513,SharpRightTurn
0.881,0.693,1.259,0.512,SharpRightTurn
0.881,0.692,4.735,0.511,SharpRightTurn
0.887,0.691,1.274,0.516,SharpRightTurn
0.888,0.690,1.258,0.516,SharpRightTurn
0.891,0.692,1.252,0.506,SharpRightTurn
0.904,0.711,1.254,0.502,MoveForward
1.744,0.541,1.251,0.500,MoveForward
1.750,0.542,1.252,0.499,MoveForward
1.753,0.867,1.253,0.498,MoveForward
1.751,0.867,1.253,0.500,MoveForward
1.745,0.551,1.255,0.504,MoveForward
1.741,0.863,1.257,0.509,MoveForward
1.732,0.567,1.261,0.518,MoveForward
1.721,0.571,1.267,0.528,MoveForward
1.707,0.583,1.273,0.540,MoveForward
0.960,0.842,1.279,0.553,MoveForward
1.677,0.835,1.286,0.567,MoveForward
0.975,0.827,1.294,0.582,MoveForward
1.642,0.819,1.302,0.598,MoveForward
1.627,0.811,1.311,0.614,MoveForward
0.948,0.802,1.319,0.625,MoveForward
0.887,0.794,1.328,0.638,SharpRightTurn
0.923,0.714,1.337,0.655,MoveForward
0.866,0.774,1.345,0.673,SharpRightTurn
0.873,0.768,1.350,0.687,SharpRightTurn
0.851,0.759,1.358,0.704,SharpRightTurn
0.837,0.751,1.366,0.721,SharpRightTurn
0.824,0.742,1.377,0.737,SharpRightTurn
0.817,0.735,1.383,0.751,SharpRightTurn
1.459,0.725,1.389,0.759,MoveForward
0.863,0.722,1.391,0.758,SharpRightTurn
1.462,0.722,1.391,0.755,MoveForward
1.462,0.723,1.390,0.754,MoveForward
1.460,0.722,1.391,0.756,MoveForward
1.459,0.721,1.389,0.758,MoveForward
1.458,0.721,1.392,0.759,MoveForward
1.457,0.720,1.393,0.760,MoveForward
1.456,0.719,1.393,0.762,MoveForward
1.454,0.719,1.393,0.763,MoveForward
1.453,0.719,1.393,0.764,MoveForward
0.921,0.718,1.394,0.765,MoveForward
0.920,0.718,1.395,0.766,MoveForward
0.914,0.717,1.395,0.768,MoveForward
0.912,0.716,1.396,0.770,MoveForward
0.913,0.714,1.398,0.773,MoveForward
1.436,0.711,1.400,0.779,MoveForward
1.428,0.707,1.404,0.788,MoveForward
1.417,0.702,1.408,0.798,MoveForward
1.407,0.697,1.413,0.810,MoveForward
1.392,0.691,1.419,0.825,MoveForward
1.376,0.685,1.428,0.839,MoveForward
1.359,0.678,1.435,0.855,MoveForward
1.341,0.670,1.443,0.873,MoveForward
1.325,0.663,1.454,0.891,MoveForward
0.819,0.656,1.465,0.909,SharpRightTurn
1.284,0.649,1.523,0.928,MoveForward
1.264,0.641,1.528,0.947,MoveForward
1.247,0.633,1.537,0.965,MoveForward
1.225,0.625,1.556,0.984,MoveForward
1.205,0.617,1.556,1.003,MoveForward
1.187,0.610,1.571,1.020,MoveForward
1.166,0.602,3.090,1.038,MoveForward
1.149,0.595,1.596,1.054,MoveForward
1.132,0.589,3.104,1.071,MoveForward
1.115,0.582,3.110,1.088,MoveForward
1.098,0.575,3.117,1.104,MoveForward
1.078,0.568,3.123,1.120,MoveForward
1.064,0.562,3.129,1.137,MoveForward
0.733,0.555,3.136,1.154,SharpRightTurn
0.715,0.550,3.143,1.172,SharpRightTurn
1.010,0.543,3.048,1.190,MoveForward
0.992,0.540,3.157,1.209,MoveForward
0.689,0.530,3.164,1.227,SharpRightTurn
0.712,0.524,3.171,1.244,SharpRightTurn
0.692,0.516,3.176,1.263,SharpRightTurn
0.676,0.512,3.182,1.276,SharpRightTurn
0.651,0.515,3.188,1.290,SharpRightTurn
0.693,0.498,3.196,1.297,SharpRightTurn
0.712,0.496,3.194,1.298,SharpRightTurn
0.910,0.495,3.194,1.295,MoveForward
0.907,0.495,3.195,1.294,MoveForward
0.906,0.494,3.195,1.295,SlightRightTurn
0.905,0.494,3.195,1.292,SlightRightTurn
0.904,0.493,3.198,1.297,SlightRightTurn
0.900,0.491,3.197,1.297,SharpRightTurn
0.772,0.488,3.201,1.302,SharpRightTurn
0.766,0.486,3.200,1.309,SharpRightTurn
0.885,0.484,3.205,1.316,SharpRightTurn
0.878,0.482,3.205,1.324,SharpRightTurn
0.874,0.480,3.207,1.331,SharpRightTurn
0.866,0.478,3.208,1.336,SharpRightTurn
0.863,0.477,3.210,1.338,SharpRightTurn
0.860,0.476,3.210,1.336,SharpRightTurn
0.860,0.475,3.211,1.336,SharpRightTurn
0.859,0.474,1.796,1.336,SharpRightTurn
0.857,0.473,1.793,1.337,SharpRightTurn
0.856,0.472,1.813,1.337,SharpRightTurn
0.855,0.472,1.798,1.338,SharpRightTurn
0.852,0.471,1.755,1.338,SharpRightTurn
0.851,0.471,3.213,1.338,SharpRightTurn
0.848,0.469,3.217,1.338,SharpRightTurn
0.850,0.468,3.220,1.341,SharpRightTurn
0.846,0.466,1.925,1.339,SharpRightTurn
0.848,0.464,1.925,1.339,SharpRightTurn
0.851,0.461,1.922,1.339,SharpRightTurn
0.850,0.459,1.925,1.086,SharpRightTurn
0.853,0.457,1.935,1.358,SharpRightTurn
1.493,0.455,1.826,1.075,SlightRightTurn
1.492,0.453,1.768,1.067,SlightRightTurn
1.200,0.451,1.815,1.065,SlightRightTurn
1.199,0.449,1.836,1.030,SlightRightTurn
1.197,0.448,1.781,1.026,SlightRightTurn
1.196,0.448,1.779,1.003,SlightRightTurn
1.195,0.448,1.779,1.004,SlightRightTurn
1.195,0.448,1.776,0.979,SlightRightTurn
1.196,0.448,1.782,1.004,SlightRightTurn
1.195,0.448,1.782,0.976,SlightRightTurn
1.195,0.448,1.776,1.004,SlightRightTurn
1.194,0.448,1.779,1.032,SlightRightTurn
1.193,0.449,1.776,1.006,SlightRightTurn
1.191,0.449,1.780,0.980,SlightRightTurn
1.191,0.450,1.780,0.981,SlightRightTurn
1.190,0.451,1.781,0.986,SlightRightTurn
1.570,0.453,1.936,0.992,SlightRightTurn
1.206,0.454,1.839,0.999,SlightRightTurn
1.558,0.455,1.840,1.006,SlightRightTurn
1.549,0.456,1.845,0.897,SlightRightTurn
1.540,0.457,1.847,0.902,SlightRightTurn
1.534,0.459,1.472,0.910,SlightRightTurn
1.553,0.461,1.477,0.919,SlightRightTurn
1.540,0.463,1.485,0.931,SlightRightTurn
1.504,0.466,1.495,0.940,SlightRightTurn
1.493,0.468,1.503,0.949,SlightRightTurn
1.476,0.471,1.513,0.976,SlightRightTurn
1.467,0.474,1.523,0.986,SlightRightTurn
1.488,0.476,1.990,1.202,SlightRightTurn
1.463,0.479,1.995,1.211,SlightRightTurn
1.468,0.482,1.557,1.217,SlightRightTurn
1.459,0.485,1.556,0.795,SlightRightTurn
1.424,0.488,1.568,0.801,SlightRightTurn
1.414,0.491,2.015,0.817,SlightRightTurn
1.428,0.494,2.019,0.599,SlightRightTurn
1.418,0.498,2.023,0.572,MoveForward
1.380,0.502,2.027,0.568,MoveForward
1.370,0.505,2.035,0.567,MoveForward
1.360,0.509,1.625,0.567,MoveForward
1.347,0.513,1.806,0.568,MoveForward
1.338,0.519,1.805,0.576,MoveForward
1.325,0.525,1.862,0.582,MoveForward
1.310,0.532,1.798,0.585,MoveForward
1.295,0.540,1.797,0.602,MoveForward
1.279,0.548,1.845,0.612,MoveForward
1.297,0.556,1.734,0.635,MoveForward
1.284,0.564,1.744,0.628,MoveForward
1.270,0.574,1.754,0.655,MoveForward
1.257,0.582,1.777,0.649,MoveForward
1.374,0.591,2.093,0.673,MoveForward
1.364,0.601,3.095,0.687,MoveForward
1.351,0.610,1.848,0.693,MoveForward
1.341,0.619,2.799,0.705,MoveForward
1.329,0.628,2.809,0.703,MoveForward
1.319,0.638,1.877,0.723,MoveForward
1.310,0.647,1.874,0.878,MoveForward
1.301,0.657,1.875,1.620,MoveForward
1.292,0.666,1.876,0.939,MoveForward
1.511,0.676,2.875,1.661,MoveForward
1.495,0.685,1.850,1.483,MoveForward
