@relation WallFollowingRobotNavigation_2

@attribute SD_front numeric
@attribute SD_left numeric
@attribute Class {MoveForward, SlightRightTurn, SharpRightTurn, SlightLeftTurn}

@data
2.771,0.666,MoveForward
2.752,0.663,MoveForward
2.733,0.673,MoveForward
2.714,0.649,MoveForward
2.696,0.643,MoveForward
2.678,0.636,MoveForward
2.659,0.630,MoveForward
2.641,0.622,MoveForward
2.622,0.613,MoveForward
2.601,0.609,MoveForward
2.582,0.599,MoveForward
2.566,0.596,MoveForward
2.547,0.587,MoveForward
2.526,0.580,MoveForward
2.507,0.574,MoveForward
2.488,0.567,MoveForward
2.470,0.561,MoveForward
2.452,0.557,MoveForward
2.434,0.551,MoveForward
2.415,0.543,MoveForward
2.397,0.537,MoveForward
2.378,0.527,MoveForward
2.360,0.523,MoveForward
2.342,0.535,MoveForward
2.323,0.524,MoveForward
2.305,0.506,MoveForward
2.287,0.503,MoveForward
1.923,0.492,SlightRightTurn
1.900,0.487,SlightRightTurn
1.887,0.483,SlightRightTurn
2.211,0.480,SlightRightTurn
2.193,0.478,SlightRightTurn
2.176,0.479,SlightRightTurn
2.159,0.497,MoveForward
2.143,0.486,SlightRightTurn
2.127,0.503,MoveForward
2.112,0.514,MoveForward
2.098,0.492,SlightRightTurn
2.084,0.479,SlightRightTurn
2.071,0.483,SlightRightTurn
1.813,0.630,MoveForward
1.796,0.482,SlightRightTurn
1.789,0.621,MoveForward
1.782,0.625,MoveForward
1.770,0.597,MoveForward
2.001,0.601,MoveForward
1.788,0.605,MoveForward
1.771,0.571,MoveForward
1.964,0.544,MoveForward
1.952,0.579,MoveForward
1.941,0.522,MoveForward
1.927,0.530,MoveForward
1.910,0.516,MoveForward
1.893,1.428,SlightLeftTurn
1.876,1.419,SlightLeftTurn
1.859,1.413,SlightLeftTurn
1.840,1.405,SlightLeftTurn
1.820,1.400,SlightLeftTurn
1.801,1.398,SlightLeftTurn
1.782,1.394,SlightLeftTurn
1.763,1.389,SlightLeftTurn
1.745,1.386,SlightLeftTurn
1.727,1.381,SlightLeftTurn
1.633,1.380,SlightLeftTurn
1.693,1.384,SlightLeftTurn
1.678,1.412,SlightLeftTurn
1.663,1.378,SlightLeftTurn
1.649,1.372,SlightLeftTurn
1.569,1.369,SlightLeftTurn
1.559,1.367,SlightLeftTurn
1.578,1.364,SlightLeftTurn
1.547,1.361,SlightLeftTurn
1.555,1.358,SlightLeftTurn
1.450,1.362,SlightLeftTurn
1.369,2.692,SlightLeftTurn
1.358,2.689,SlightLeftTurn
1.342,2.686,SlightLeftTurn
1.332,0.753,MoveForward
1.347,0.761,MoveForward
1.333,0.772,MoveForward
1.307,0.775,MoveForward
1.300,0.785,MoveForward
1.292,0.856,MoveForward
1.284,0.935,SlightLeftTurn
1.276,2.253,SlightLeftTurn
1.265,1.319,SlightLeftTurn
1.254,1.324,SlightLeftTurn
1.245,1.336,SlightLeftTurn
1.234,2.293,SlightLeftTurn
1.226,0.832,MoveForward
1.211,0.834,MoveForward
1.197,0.839,MoveForward
1.182,0.843,MoveForward
1.163,0.847,MoveForward
1.147,0.854,MoveForward
1.131,0.860,MoveForward
1.115,2.358,SlightLeftTurn
1.098,2.365,SlightLeftTurn
1.081,2.372,SlightLeftTurn
1.064,0.875,MoveForward
1.047,0.883,MoveForward
1.031,0.891,MoveForward
1.014,2.401,SlightLeftTurn
0.997,2.407,SlightLeftTurn
0.980,0.895,MoveForward
0.966,0.897,MoveForward
0.948,0.903,SlightLeftTurn
0.932,0.908,SlightLeftTurn
0.915,0.913,SlightLeftTurn
0.899,0.916,SharpRightTurn
0.883,0.922,SharpRightTurn
0.867,0.927,SharpRightTurn
0.851,0.932,SharpRightTurn
0.836,0.938,SharpRightTurn
0.822,0.917,SharpRightTurn
0.816,0.903,SharpRightTurn
0.817,0.897,SharpRightTurn
0.817,0.891,SharpRightTurn
0.822,0.890,SharpRightTurn
0.822,0.894,SharpRightTurn
0.822,0.890,SharpRightTurn
0.818,0.890,SharpRightTurn
0.817,0.890,SharpRightTurn
0.816,0.889,SharpRightTurn
0.816,0.888,SharpRightTurn
0.814,0.887,SharpRightTurn
0.814,0.886,SharpRightTurn
0.813,0.885,SharpRightTurn
0.812,0.884,SharpRightTurn
0.815,0.889,SharpRightTurn
0.815,0.978,SharpRightTurn
0.815,0.898,SharpRightTurn
0.813,0.970,SharpRightTurn
0.812,0.881,SharpRightTurn
0.807,0.877,SharpRightTurn
0.806,0.877,SharpRightTurn
0.805,0.901,SharpRightTurn
0.804,0.963,SharpRightTurn
0.803,0.871,SharpRightTurn
0.805,0.954,SharpRightTurn
0.805,0.887,SharpRightTurn
0.807,0.837,SharpRightTurn
0.823,0.834,SharpRightTurn
0.874,0.830,SharpRightTurn
0.806,0.822,SharpRightTurn
0.802,0.819,SharpRightTurn
0.804,0.818,SharpRightTurn
0.807,0.814,SharpRightTurn
0.813,0.826,SharpRightTurn
0.881,0.798,SharpRightTurn
0.892,0.792,SharpRightTurn
0.893,0.788,SharpRightTurn
0.895,0.785,SharpRightTurn
1.265,0.782,MoveForward
1.269,0.779,MoveForward
1.270,0.786,MoveForward
1.270,0.774,MoveForward
1.268,0.769,MoveForward
1.265,0.776,MoveForward
1.259,0.789,MoveForward
1.251,0.776,MoveForward
1.241,0.770,MoveForward
1.229,0.766,MoveForward
1.215,0.754,MoveForward
1.200,0.752,MoveForward
1.076,0.747,MoveForward
1.057,0.741,MoveForward
1.041,0.739,MoveForward
1.025,0.727,MoveForward
1.110,0.725,MoveForward
1.004,0.719,MoveForward
1.071,0.713,MoveForward
1.051,0.710,MoveForward
1.031,0.708,MoveForward
1.012,0.692,MoveForward
0.992,0.689,MoveForward
0.972,0.687,MoveForward
0.950,0.674,MoveForward
0.934,0.671,MoveForward
0.915,0.665,MoveForward
0.893,0.660,SharpRightTurn
0.874,0.654,SharpRightTurn
0.856,0.648,SharpRightTurn
0.837,0.645,SharpRightTurn
0.818,0.632,SharpRightTurn
0.801,0.634,SharpRightTurn
0.786,0.619,SharpRightTurn
0.778,0.608,SharpRightTurn
0.779,0.603,SharpRightTurn
0.782,0.602,SharpRightTurn
0.784,0.602,SharpRightTurn
0.784,0.603,SharpRightTurn
0.784,0.602,SharpRightTurn
0.784,0.602,SharpRightTurn
0.783,0.601,SharpRightTurn
0.783,0.596,SharpRightTurn
0.783,0.595,SharpRightTurn
0.784,0.594,SharpRightTurn
0.784,0.592,SharpRightTurn
0.784,0.590,SharpRightTurn
0.785,0.589,SharpRightTurn
0.786,0.588,SharpRightTurn
0.786,0.587,SharpRightTurn
0.785,0.590,SharpRightTurn
0.784,0.584,SharpRightTurn
0.784,0.578,SharpRightTurn
0.783,0.576,SharpRightTurn
0.783,0.574,SharpRightTurn
0.783,0.572,SharpRightTurn
0.783,0.570,SharpRightTurn
0.782,0.572,SharpRightTurn
0.781,0.577,SharpRightTurn
0.780,0.568,SharpRightTurn
0.779,0.562,SharpRightTurn
0.778,0.557,SharpRightTurn
0.777,0.555,SharpRightTurn
0.776,0.553,SharpRightTurn
0.779,0.555,SharpRightTurn
0.779,0.553,SharpRightTurn
0.773,0.552,SharpRightTurn
0.771,0.564,SharpRightTurn
0.769,0.552,SharpRightTurn
0.767,0.551,SharpRightTurn
0.765,0.551,SharpRightTurn
0.763,0.550,SharpRightTurn
0.762,0.578,SharpRightTurn
0.761,0.588,SharpRightTurn
0.763,0.798,SharpRightTurn
0.766,0.686,SharpRightTurn
0.779,0.586,SharpRightTurn
0.765,0.681,SharpRightTurn
0.761,0.663,SharpRightTurn
0.760,0.775,SharpRightTurn
0.763,0.813,SharpRightTurn
0.766,0.567,SharpRightTurn
0.776,0.572,SharpRightTurn
0.794,0.577,SharpRightTurn
1.650,0.750,MoveForward
1.665,0.743,MoveForward
1.664,0.741,MoveForward
1.664,0.738,MoveForward
0.934,0.736,MoveForward
0.925,0.736,MoveForward
0.917,0.734,MoveForward
0.873,0.731,SharpRightTurn
0.910,0.727,MoveForward
0.892,0.722,SharpRightTurn
0.887,0.716,SharpRightTurn
0.871,0.710,SharpRightTurn
0.856,0.703,SharpRightTurn
1.556,0.697,MoveForward
1.547,0.692,MoveForward
1.536,0.691,MoveForward
1.533,0.687,MoveForward
1.533,0.686,MoveForward
1.531,0.686,MoveForward
1.529,0.685,MoveForward
1.527,0.685,MoveForward
1.524,0.684,MoveForward
1.523,0.683,MoveForward
1.522,0.682,MoveForward
0.904,0.682,MoveForward
0.900,0.680,SharpRightTurn
0.892,0.676,SharpRightTurn
1.492,0.672,MoveForward
1.479,0.668,MoveForward
0.851,0.666,SharpRightTurn
0.844,0.661,SharpRightTurn
1.439,0.657,MoveForward
0.880,0.655,SharpRightTurn
1.415,0.651,MoveForward
1.407,0.643,MoveForward
1.396,0.636,MoveForward
1.385,0.632,MoveForward
1.374,0.629,MoveForward
1.360,0.622,MoveForward
1.348,0.618,MoveForward
0.885,0.613,SharpRightTurn
1.315,0.608,MoveForward
1.302,0.604,MoveForward
1.287,0.598,MoveForward
1.269,0.593,MoveForward
1.252,0.588,MoveForward
1.235,0.583,MoveForward
1.219,0.579,MoveForward
1.203,0.575,MoveForward
1.187,0.570,MoveForward
0.867,0.565,SharpRightTurn
1.154,0.561,MoveForward
1.140,0.556,MoveForward
1.123,0.552,MoveForward
1.106,0.547,MoveForward
1.090,0.543,MoveForward
1.074,0.539,MoveForward
1.060,0.535,MoveForward
1.049,0.532,MoveForward
1.037,0.528,MoveForward
1.021,0.521,MoveForward
1.006,0.518,MoveForward
0.986,0.516,MoveForward
0.967,0.513,MoveForward
0.826,0.510,SharpRightTurn
0.930,0.508,MoveForward
0.855,0.506,SharpRightTurn
0.898,0.503,SharpRightTurn
0.879,0.501,SharpRightTurn
0.863,0.499,SharpRightTurn
0.848,0.496,SharpRightTurn
0.834,0.494,SharpRightTurn
0.824,0.493,SharpRightTurn
0.821,0.490,SharpRightTurn
0.827,0.490,SharpRightTurn
0.828,0.490,SharpRightTurn
0.829,0.490,SharpRightTurn
0.829,0.490,SharpRightTurn
0.828,0.489,SharpRightTurn
0.828,0.489,SharpRightTurn
0.828,0.488,SharpRightTurn
0.831,0.487,SharpRightTurn
0.828,0.486,SharpRightTurn
0.832,0.485,SharpRightTurn
0.831,0.484,SharpRightTurn
0.834,0.483,SharpRightTurn
1.447,0.482,SlightRightTurn
1.101,0.481,SlightRightTurn
1.101,0.480,SlightRightTurn
1.100,0.479,SlightRightTurn
1.100,0.479,SlightRightTurn
1.096,0.480,SlightRightTurn
1.095,0.479,SlightRightTurn
1.098,0.480,SlightRightTurn
1.095,0.479,SlightRightTurn
1.092,0.480,SlightRightTurn
1.086,0.480,SlightRightTurn
1.077,0.480,SlightRightTurn
0.823,0.481,SharpRightTurn
1.473,0.481,SlightRightTurn
1.464,0.482,SlightRightTurn
1.455,0.483,SlightRightTurn
1.446,0.484,SlightRightTurn
1.438,0.484,SlightRightTurn
1.428,0.485,SlightRightTurn
1.421,0.486,SlightRightTurn
1.414,0.487,SlightRightTurn
1.410,0.488,SlightRightTurn
1.403,0.490,SlightRightTurn
1.395,0.491,SlightRightTurn
1.387,0.493,SlightRightTurn
1.379,0.494,SlightRightTurn
1.371,0.496,MoveForward
1.366,0.497,MoveForward
1.355,0.499,MoveForward
1.279,0.502,MoveForward
1.274,0.504,MoveForward
1.330,0.508,MoveForward
1.320,0.512,MoveForward
1.310,0.517,MoveForward
1.298,0.522,MoveForward
1.286,0.528,MoveForward
1.275,0.534,MoveForward
1.264,0.540,MoveForward
1.246,0.547,MoveForward
1.228,0.554,MoveForward
1.210,0.561,MoveForward
1.191,0.568,MoveForward
1.172,0.575,MoveForward
1.156,0.582,MoveForward
1.101,0.589,MoveForward
1.082,0.596,MoveForward
1.060,0.603,MoveForward
1.040,0.610,MoveForward
1.021,0.618,MoveForward
1.002,0.625,MoveForward
0.982,0.632,MoveForward
0.963,0.640,MoveForward
0.945,0.647,MoveForward
0.926,0.651,MoveForward
0.907,0.655,MoveForward
0.889,0.669,SharpRightTurn
0.871,0.671,SharpRightTurn
0.853,0.676,SharpRightTurn
0.835,0.674,SharpRightTurn
0.821,0.675,SharpRightTurn
1.085,0.680,MoveForward
1.469,0.680,MoveForward
1.467,0.678,MoveForward
1.471,0.676,MoveForward
1.471,0.676,MoveForward
1.470,0.677,MoveForward
1.468,0.678,MoveForward
1.463,0.680,MoveForward
1.456,0.682,MoveForward
1.065,0.685,MoveForward
1.056,0.690,MoveForward
1.049,0.695,MoveForward
1.038,0.701,MoveForward
1.029,0.707,MoveForward
0.714,0.715,SharpRightTurn
0.695,0.723,SharpRightTurn
0.672,0.734,SharpRightTurn
0.653,0.742,SharpRightTurn
0.639,0.750,SharpRightTurn
0.625,0.757,SharpRightTurn
0.612,0.764,SharpRightTurn
0.601,0.767,SharpRightTurn
0.595,0.766,SharpRightTurn
0.595,0.765,SharpRightTurn
0.596,0.761,SharpRightTurn
0.597,0.760,SharpRightTurn
0.600,0.760,SharpRightTurn
0.600,0.759,SharpRightTurn
0.603,0.758,SharpRightTurn
1.056,0.757,MoveForward
1.062,0.756,MoveForward
1.062,0.755,MoveForward
1.424,0.754,MoveForward
1.422,0.754,MoveForward
1.421,0.755,MoveForward
1.597,0.757,MoveForward
1.054,0.758,MoveForward
1.595,0.760,MoveForward
1.586,0.763,MoveForward
1.066,0.767,MoveForward
1.219,0.772,MoveForward
1.205,0.779,MoveForward
0.993,0.782,MoveForward
0.976,0.782,MoveForward
0.960,0.781,MoveForward
0.941,0.781,MoveForward
0.925,0.775,MoveForward
0.909,0.776,MoveForward
0.889,0.777,SharpRightTurn
0.872,0.779,SharpRightTurn
0.856,0.781,SharpRightTurn
0.839,0.784,SharpRightTurn
0.822,0.791,SharpRightTurn
0.806,0.901,SharpRightTurn
0.792,0.902,SharpRightTurn
0.779,0.901,SharpRightTurn
0.771,0.805,SharpRightTurn
0.769,0.800,SharpRightTurn
0.770,0.799,SharpRightTurn
0.770,0.798,SharpRightTurn
0.770,0.794,SharpRightTurn
0.770,0.793,SharpRightTurn
0.769,0.792,SharpRightTurn
0.769,0.791,SharpRightTurn
0.769,0.791,SharpRightTurn
0.769,0.790,SharpRightTurn
0.769,0.789,SharpRightTurn
0.768,0.789,SharpRightTurn
0.768,0.789,SharpRightTurn
0.768,0.788,SharpRightTurn
0.768,0.787,SharpRightTurn
0.768,0.405,SharpRightTurn
0.768,0.397,SharpRightTurn
0.770,0.393,SharpRightTurn
0.770,0.392,SharpRightTurn
0.776,0.390,SharpRightTurn
0.784,0.389,SharpRightTurn
0.773,0.384,SharpRightTurn
0.769,0.386,SharpRightTurn
0.768,0.411,SharpRightTurn
0.768,0.782,SharpRightTurn
0.770,0.430,SharpRightTurn
0.774,0.808,SharpRightTurn
0.784,0.379,SharpRightTurn
1.772,0.372,SlightRightTurn
1.768,0.369,SlightRightTurn
0.915,0.367,SlightRightTurn
0.917,0.747,MoveForward
0.912,0.745,MoveForward
0.912,0.745,MoveForward
0.908,0.746,MoveForward
0.908,0.746,MoveForward
0.911,0.746,MoveForward
0.912,0.745,MoveForward
0.905,0.743,MoveForward
0.899,0.740,SharpRightTurn
0.888,0.736,SharpRightTurn
0.879,0.732,SharpRightTurn
0.871,0.726,SharpRightTurn
0.856,0.393,SharpRightTurn
0.849,0.379,SharpRightTurn
1.673,0.382,SlightRightTurn
1.669,0.386,SlightRightTurn
2.672,0.392,SlightRightTurn
2.672,0.701,MoveForward
2.075,0.404,SlightRightTurn
1.671,0.398,SlightRightTurn
2.075,0.402,SlightRightTurn
2.670,0.430,SlightRightTurn
2.666,0.428,SlightRightTurn
2.662,0.697,MoveForward
2.655,0.695,MoveForward
2.648,0.689,MoveForward
2.640,0.685,MoveForward
2.630,0.682,MoveForward
2.620,0.678,MoveForward
2.403,0.675,MoveForward
2.389,0.481,SlightRightTurn
2.585,0.667,MoveForward
2.569,0.663,MoveForward
2.549,0.659,MoveForward
2.325,0.555,MoveForward
1.500,0.650,MoveForward
1.479,0.536,MoveForward
1.458,0.642,MoveForward
1.440,0.638,MoveForward
1.421,0.633,MoveForward
1.412,0.628,MoveForward
2.395,0.624,MoveForward
1.367,0.619,MoveForward
1.348,0.615,MoveForward
1.326,0.610,MoveForward
1.309,0.606,MoveForward
1.286,0.601,MoveForward
1.270,0.597,MoveForward
1.264,0.592,MoveForward
1.248,0.587,MoveForward
1.214,0.582,MoveForward
1.989,0.578,MoveForward
1.970,0.571,MoveForward
2.159,0.567,MoveForward
1.933,0.565,MoveForward
1.917,0.561,MoveForward
1.895,0.557,MoveForward
1.105,0.553,MoveForward
1.088,0.549,MoveForward
2.044,0.545,MoveForward
2.024,0.541,MoveForward
2.004,0.537,MoveForward
1.984,0.533,MoveForward
1.964,0.529,MoveForward
1.943,0.525,MoveForward
1.924,0.521,MoveForward
1.904,0.517,MoveForward
1.885,0.513,MoveForward
0.575,0.510,SharpRightTurn
0.575,0.506,SharpRightTurn
1.828,0.502,MoveForward
0.574,0.498,SharpRightTurn
1.790,0.494,SlightRightTurn
1.773,0.491,SlightRightTurn
0.803,0.488,SharpRightTurn
0.787,0.485,SharpRightTurn
0.776,0.482,SharpRightTurn
0.765,0.480,SharpRightTurn
0.763,0.478,SharpRightTurn
0.766,0.479,SharpRightTurn
0.766,0.478,SharpRightTurn
0.766,0.478,SharpRightTurn
0.766,0.477,SharpRightTurn
0.765,0.477,SharpRightTurn
0.765,0.473,SharpRightTurn
0.767,0.476,SharpRightTurn
0.767,0.475,SharpRightTurn
0.767,0.474,SharpRightTurn
0.779,0.473,SharpRightTurn
1.512,0.472,SlightRightTurn
1.505,0.471,SlightRightTurn
1.514,0.470,SlightRightTurn
1.726,0.468,SlightRightTurn
1.725,0.468,SlightRightTurn
1.724,0.469,SlightRightTurn
1.724,0.469,SlightRightTurn
1.724,0.469,SlightRightTurn
1.724,0.469,SlightRightTurn
1.724,0.469,SlightRightTurn
1.724,0.469,SlightRightTurn
1.723,0.469,SlightRightTurn
1.723,0.469,SlightRightTurn
1.723,0.468,SlightRightTurn
1.723,0.468,SlightRightTurn
1.723,0.469,SlightRightTurn
1.723,0.468,SlightRightTurn
1.722,0.468,SlightRightTurn
1.720,0.468,SlightRightTurn
0.569,0.468,SharpRightTurn
1.711,0.467,SlightRightTurn
1.704,0.466,SlightRightTurn
1.696,0.466,SlightRightTurn
0.570,0.465,SharpRightTurn
1.680,0.464,SlightRightTurn
1.672,0.463,SlightRightTurn
1.663,0.463,SlightRightTurn
1.655,0.462,SlightRightTurn
1.647,0.461,SlightRightTurn
1.639,0.461,SlightRightTurn
1.426,0.461,SlightRightTurn
1.415,0.462,SlightRightTurn
1.413,0.462,SlightRightTurn
1.603,0.463,SlightRightTurn
1.593,0.464,SlightRightTurn
1.380,0.465,SlightRightTurn
1.371,0.466,SlightRightTurn
1.363,0.467,SlightRightTurn
1.355,0.469,SlightRightTurn
1.347,0.471,SlightRightTurn
1.340,0.472,SlightRightTurn
1.332,0.474,SlightRightTurn
1.515,0.476,SlightRightTurn
1.505,0.478,SlightRightTurn
1.494,0.479,SlightRightTurn
1.484,0.481,SlightRightTurn
1.473,0.482,SlightRightTurn
1.464,0.484,SlightRightTurn
1.454,0.486,SlightRightTurn
1.444,0.488,SlightRightTurn
1.434,0.490,SlightRightTurn
1.424,0.492,SlightRightTurn
1.415,0.494,SlightRightTurn
1.406,0.497,MoveForward
1.397,0.499,MoveForward
1.387,0.502,MoveForward
1.377,0.505,MoveForward
1.366,0.508,MoveForward
1.354,0.512,MoveForward
1.340,0.517,MoveForward
1.326,0.523,MoveForward
1.311,0.528,MoveForward
1.298,0.534,MoveForward
1.279,0.541,MoveForward
1.262,0.549,MoveForward
1.245,0.556,MoveForward
1.227,0.565,MoveForward
1.209,0.571,MoveForward
1.192,0.579,MoveForward
1.174,0.587,MoveForward
1.156,0.595,MoveForward
1.141,0.603,MoveForward
1.122,0.611,MoveForward
1.103,0.619,MoveForward
1.084,0.627,MoveForward
1.065,0.636,MoveForward
1.043,0.645,MoveForward
1.024,0.651,MoveForward
1.006,0.662,MoveForward
0.988,0.670,MoveForward
0.970,0.678,MoveForward
0.952,0.687,MoveForward
0.933,0.696,MoveForward
0.915,0.705,MoveForward
0.897,0.714,SharpRightTurn
0.878,0.722,SharpRightTurn
0.860,0.730,SharpRightTurn
0.843,0.738,SharpRightTurn
0.825,0.746,SharpRightTurn
0.809,0.753,SharpRightTurn
0.794,0.759,SharpRightTurn
0.785,0.762,SharpRightTurn
0.784,0.760,SharpRightTurn
0.787,0.759,SharpRightTurn
0.788,0.758,SharpRightTurn
0.789,0.758,SharpRightTurn
0.788,0.758,SharpRightTurn
0.788,0.758,SharpRightTurn
0.791,0.758,SharpRightTurn
0.791,0.757,SharpRightTurn
0.789,0.757,SharpRightTurn
0.785,0.759,SharpRightTurn
0.784,0.758,SharpRightTurn
0.783,0.766,SharpRightTurn
0.783,0.760,SharpRightTurn
0.782,0.759,SharpRightTurn
0.782,0.759,SharpRightTurn
0.781,0.755,SharpRightTurn
0.780,0.755,SharpRightTurn
0.779,0.754,SharpRightTurn
0.777,0.754,SharpRightTurn
0.776,0.754,SharpRightTurn
0.775,0.757,SharpRightTurn
0.774,0.757,SharpRightTurn
0.774,0.760,SharpRightTurn
0.773,0.764,SharpRightTurn
0.776,0.794,SharpRightTurn
0.778,0.803,SharpRightTurn
0.783,0.763,SharpRightTurn
0.826,0.795,SharpRightTurn
0.776,0.792,SharpRightTurn
0.775,0.769,SharpRightTurn
0.775,0.789,SharpRightTurn
0.778,0.805,SharpRightTurn
0.778,0.775,SharpRightTurn
0.784,0.768,SharpRightTurn
0.805,0.765,SharpRightTurn
1.529,0.762,MoveForward
1.531,0.758,MoveForward
0.791,0.756,SharpRightTurn
1.532,0.753,MoveForward
1.530,0.752,MoveForward
1.529,0.751,MoveForward
1.528,0.751,MoveForward
1.528,0.751,MoveForward
1.527,0.750,MoveForward
1.527,0.750,MoveForward
1.525,0.750,MoveForward
1.521,0.748,MoveForward
1.514,0.745,MoveForward
1.504,0.742,MoveForward
1.493,0.738,MoveForward
1.480,0.732,MoveForward
1.465,0.726,MoveForward
1.450,0.720,MoveForward
1.433,0.714,MoveForward
1.416,0.706,MoveForward
1.397,0.700,MoveForward
1.379,0.693,MoveForward
1.361,0.686,MoveForward
1.342,0.679,MoveForward
1.323,0.673,MoveForward
1.304,0.666,MoveForward
1.285,0.658,MoveForward
1.267,0.652,MoveForward
1.248,0.645,MoveForward
1.229,0.638,MoveForward
1.209,0.631,MoveForward
1.190,0.624,MoveForward
1.170,0.617,MoveForward
1.151,0.609,MoveForward
1.132,0.602,MoveForward
1.114,0.595,MoveForward
1.096,0.587,MoveForward
1.078,0.580,MoveForward
1.060,0.573,MoveForward
1.042,0.566,MoveForward
1.024,0.559,MoveForward
1.006,0.551,MoveForward
0.987,0.544,MoveForward
0.969,0.536,MoveForward
0.715,0.529,SharpRightTurn
0.677,0.522,SharpRightTurn
0.651,0.514,SharpRightTurn
0.628,0.506,SharpRightTurn
0.606,0.498,SharpRightTurn
0.591,0.490,SharpRightTurn
0.585,0.484,SharpRightTurn
0.573,0.478,SharpRightTurn
0.835,0.479,SharpRightTurn
0.837,0.483,SharpRightTurn
0.839,0.482,SharpRightTurn
0.839,0.481,SharpRightTurn
0.839,0.479,SharpRightTurn
0.837,0.476,SharpRightTurn
0.831,0.475,SharpRightTurn
0.834,0.470,SharpRightTurn
0.834,0.470,SharpRightTurn
0.831,0.469,SharpRightTurn
0.831,0.468,SharpRightTurn
0.527,0.466,SharpRightTurn
0.832,0.464,SharpRightTurn
0.836,0.462,SharpRightTurn
0.839,0.460,SharpRightTurn
0.842,0.455,SharpRightTurn
0.843,0.456,SharpRightTurn
0.843,0.454,SharpRightTurn
0.841,0.453,SharpRightTurn
0.838,0.451,SharpRightTurn
0.838,0.449,SharpRightTurn
0.838,0.447,SharpRightTurn
0.834,0.445,SharpRightTurn
0.837,0.443,SharpRightTurn
0.845,0.441,SharpRightTurn
0.846,0.439,SharpRightTurn
0.845,0.437,SharpRightTurn
0.845,0.435,SharpRightTurn
0.846,0.433,SharpRightTurn
0.847,0.431,SharpRightTurn
0.836,0.428,SharpRightTurn
0.835,0.425,SharpRightTurn
0.834,0.423,SharpRightTurn
0.834,0.420,SharpRightTurn
0.842,0.417,SharpRightTurn
0.841,0.415,SharpRightTurn
0.841,0.414,SharpRightTurn
0.844,0.412,SharpRightTurn
0.843,0.411,SharpRightTurn
0.831,0.413,SharpRightTurn
0.827,0.414,SharpRightTurn
0.826,0.413,SharpRightTurn
0.825,0.408,SharpRightTurn
0.826,0.408,SharpRightTurn
0.828,0.408,SharpRightTurn
0.830,0.411,SharpRightTurn
0.829,0.423,SharpRightTurn
0.828,0.441,SharpRightTurn
0.830,0.467,SharpRightTurn
0.836,0.418,SharpRightTurn
0.840,0.419,SharpRightTurn
5.000,0.427,SlightRightTurn
0.828,0.484,SharpRightTurn
0.827,0.999,SharpRightTurn
0.830,0.431,SharpRightTurn
0.832,0.433,SharpRightTurn
0.835,0.434,SharpRightTurn
0.835,0.430,SharpRightTurn
0.835,0.430,SharpRightTurn
0.835,0.430,SharpRightTurn
0.839,0.428,SharpRightTurn
0.852,0.431,SharpRightTurn
0.856,0.432,SharpRightTurn
3.332,0.433,SlightRightTurn
3.333,0.437,SlightRightTurn
3.334,0.442,SlightRightTurn
3.334,0.453,SlightRightTurn
3.335,0.817,MoveForward
3.334,0.818,MoveForward
3.334,0.801,MoveForward
3.333,0.818,MoveForward
3.332,0.814,MoveForward
3.329,0.817,MoveForward
3.323,0.810,MoveForward
3.314,0.803,MoveForward
3.302,0.799,MoveForward
3.288,0.790,MoveForward
3.271,0.783,MoveForward
3.256,0.780,MoveForward
3.242,0.770,MoveForward
3.224,0.762,MoveForward
3.203,0.754,MoveForward
3.188,0.591,MoveForward
3.168,0.741,MoveForward
3.149,0.632,MoveForward
3.129,0.654,MoveForward
3.110,0.715,MoveForward
0.881,0.707,SharpRightTurn
3.071,0.699,MoveForward
3.051,0.691,MoveForward
3.031,0.683,MoveForward
3.012,0.675,MoveForward
2.994,0.668,MoveForward
2.973,0.661,MoveForward
2.957,0.654,MoveForward
2.940,0.648,MoveForward
0.811,0.641,SharpRightTurn
0.795,0.638,SharpRightTurn
0.778,0.648,SharpRightTurn
0.781,0.636,SharpRightTurn
2.859,0.629,MoveForward
0.749,0.620,SharpRightTurn
2.835,0.612,MoveForward
2.829,0.608,MoveForward
2.828,0.607,MoveForward
2.828,0.604,MoveForward
2.827,0.607,MoveForward
2.826,0.608,MoveForward
2.825,0.607,MoveForward
2.823,0.607,MoveForward
2.821,0.606,MoveForward
2.819,0.606,MoveForward
2.817,0.606,MoveForward
2.815,0.605,MoveForward
2.813,0.605,MoveForward
2.809,0.600,MoveForward
2.801,0.599,MoveForward
2.791,0.600,MoveForward
2.780,0.597,MoveForward
2.767,0.592,MoveForward
2.752,0.589,MoveForward
2.736,0.587,MoveForward
2.719,0.580,MoveForward
2.702,0.575,MoveForward
2.684,0.565,MoveForward
2.665,0.562,MoveForward
2.647,0.558,MoveForward
2.628,0.558,MoveForward
2.609,0.575,MoveForward
2.589,0.538,MoveForward
2.569,0.529,MoveForward
2.550,0.523,MoveForward
2.530,0.512,MoveForward
2.510,0.512,MoveForward
2.491,0.503,MoveForward
2.471,0.496,MoveForward
2.451,0.486,SlightRightTurn
2.431,0.479,SlightRightTurn
2.411,0.470,SlightRightTurn
2.391,0.464,SlightRightTurn
2.372,0.458,SlightRightTurn
2.354,0.452,SlightRightTurn
2.337,0.448,SlightRightTurn
2.320,0.444,SlightRightTurn
2.304,0.441,SlightRightTurn
2.288,0.439,SlightRightTurn
2.274,0.440,SlightRightTurn
